14.937500,13.555100,12.287900,11.135900,10.099100,9.177500,8.371100,7.679900,7.103900,6.643100,6.297500,6.067100,5.951900,5.951900,6.067100,6.297500,6.643100,7.103900,7.679900,8.371100,9.177500,10.099100,11.135900,12.287900,13.555100,14.937500
13.555100,12.172700,10.905500,9.753500,8.716700,7.795100,6.988700,6.297500,5.721500,5.260700,4.915100,4.684700,4.569500,4.569500,4.684700,4.915100,5.260700,5.721500,6.297500,6.988700,7.795100,8.716700,9.753500,10.905500,12.172700,13.555100
12.287900,10.905500,9.638300,8.486300,7.449500,6.527900,5.721500,5.030300,4.454300,3.993500,3.647900,3.417500,3.302300,3.302300,3.417500,3.647900,3.993500,4.454300,5.030300,5.721500,6.527900,7.449500,8.486300,9.638300,10.905500,12.287900
11.135900,9.753500,8.486300,7.334300,6.297500,5.375900,4.569500,3.878300,3.302300,2.841500,2.495900,2.265500,2.150300,2.150300,2.265500,2.495900,2.841500,3.302300,3.878300,4.569500,5.375900,6.297500,7.334300,8.486300,9.753500,11.135900
10.099100,8.716700,7.449500,6.297500,5.260700,4.339100,3.532700,2.841500,2.265500,1.804700,1.459100,1.228700,1.113500,1.113500,1.228700,1.459100,1.804700,2.265500,2.841500,3.532700,4.339100,5.260700,6.297500,7.449500,8.716700,10.099100
9.177500,7.795100,6.527900,5.375900,4.339100,3.417500,2.611100,1.919900,1.343900,0.883100,0.537500,0.307100,0.191900,0.191900,0.307100,0.537500,0.883100,1.343900,1.919900,2.611100,3.417500,4.339100,5.375900,6.527900,7.795100,9.177500
8.371100,6.988700,5.721500,4.569500,3.532700,2.611100,1.804700,1.113500,0.537500,0.076700,-0.268900,-0.499300,-0.614500,-0.614500,-0.499300,-0.268900,0.076700,0.537500,1.113500,1.804700,2.611100,3.532700,4.569500,5.721500,6.988700,8.371100
7.679900,6.297500,5.030300,3.878300,2.841500,1.919900,1.113500,0.422300,-0.153700,-0.614500,-0.960100,-1.190500,-1.305700,-1.305700,-1.190500,-0.960100,-0.614500,-0.153700,0.422300,1.113500,1.919900,2.841500,3.878300,5.030300,6.297500,7.679900
7.103900,5.721500,4.454300,3.302300,2.265500,1.343900,0.537500,-0.153700,-0.729700,-1.190500,-1.536100,-1.766500,-1.881700,-1.881700,-1.766500,-1.536100,-1.190500,-0.729700,-0.153700,0.537500,1.343900,2.265500,3.302300,4.454300,5.721500,7.103900
6.643100,5.260700,3.993500,2.841500,1.804700,0.883100,0.076700,-0.614500,-1.190500,-1.651300,-1.996900,-2.227300,-2.342500,-2.342500,-2.227300,-1.996900,-1.651300,-1.190500,-0.614500,0.076700,0.883100,1.804700,2.841500,3.993500,5.260700,6.643100
6.297500,4.915100,3.647900,2.495900,1.459100,0.537500,-0.268900,-0.960100,-1.536100,-1.996900,-2.342500,-2.572900,-2.688100,-2.688100,-2.572900,-2.342500,-1.996900,-1.536100,-0.960100,-0.268900,0.537500,1.459100,2.495900,3.647900,4.915100,6.297500
6.067100,4.684700,3.417500,2.265500,1.228700,0.307100,-0.499300,-1.190500,-1.766500,-2.227300,-2.572900,-2.803300,-2.918500,-2.918500,-2.803300,-2.572900,-2.227300,-1.766500,-1.190500,-0.499300,0.307100,1.228700,2.265500,3.417500,4.684700,6.067100
5.951900,4.569500,3.302300,2.150300,1.113500,0.191900,-0.614500,-1.305700,-1.881700,-2.342500,-2.688100,-2.918500,-3.033700,-3.033700,-2.918500,-2.688100,-2.342500,-1.881700,-1.305700,-0.614500,0.191900,1.113500,2.150300,3.302300,4.569500,5.951900
5.951900,4.569500,3.302300,2.150300,1.113500,0.191900,-0.614500,-1.305700,-1.881700,-2.342500,-2.688100,-2.918500,-3.033700,-3.033700,-2.918500,-2.688100,-2.342500,-1.881700,-1.305700,-0.614500,0.191900,1.113500,2.150300,3.302300,4.569500,5.951900
6.067100,4.684700,3.417500,2.265500,1.228700,0.307100,-0.499300,-1.190500,-1.766500,-2.227300,-2.572900,-2.803300,-2.918500,-2.918500,-2.803300,-2.572900,-2.227300,-1.766500,-1.190500,-0.499300,0.307100,1.228700,2.265500,3.417500,4.684700,6.067100
6.297500,4.915100,3.647900,2.495900,1.459100,0.537500,-0.268900,-0.960100,-1.536100,-1.996900,-2.342500,-2.572900,-2.688100,-2.688100,-2.572900,-2.342500,-1.996900,-1.536100,-0.960100,-0.268900,0.537500,1.459100,2.495900,3.647900,4.915100,6.297500
6.643100,5.260700,3.993500,2.841500,1.804700,0.883100,0.076700,-0.614500,-1.190500,-1.651300,-1.996900,-2.227300,-2.342500,-2.342500,-2.227300,-1.996900,-1.651300,-1.190500,-0.614500,0.076700,0.883100,1.804700,2.841500,3.993500,5.260700,6.643100
